Generation	NumSamples	Depth	TargetSampleSize	ActualSampleSize
140.075241	1	0	1000	168
140.075241	1	1	1000	234
140.075241	1	2	1000	325
140.075241	1	3	1000	432
140.075241	1	4	1000	528
140.075241	1	5	1000	676
140.075241	1	6	1000	743
140.075241	1	7	1000	804
140.075241	1	8	1000	767
140.075241	1	9	1000	783
140.075241	1	10	1000	776
140.075241	2	0	200	6
140.075241	2	1	200	6
140.075241	2	2	200	52
140.075241	2	3	200	141
140.075241	2	4	200	185
140.075241	2	5	200	200
140.075241	2	6	200	190
140.075241	2	7	200	194
140.075241	2	8	200	197
140.075241	2	9	200	190
140.075241	2	10	200	188
140.075241	2	0	2000	253
140.075241	2	1	2000	432
140.075241	2	2	2000	693
140.075241	2	3	2000	900
140.075241	2	4	2000	1160
140.075241	2	5	2000	1411
140.075241	2	6	2000	1488
140.075241	2	7	2000	1577
140.075241	2	8	2000	1593
140.075241	2	9	2000	1617
140.075241	2	10	2000	1553
140.075241	4	0	400	114
140.075241	4	1	400	114
140.075241	4	2	400	170
140.075241	4	3	400	290
140.075241	4	4	400	372
140.075241	4	5	400	394
140.075241	4	6	400	391
140.075241	4	7	400	395
140.075241	4	8	400	391
140.075241	4	9	400	379
140.075241	4	10	400	383
140.075241	4	0	4000	851
140.075241	4	1	4000	1151
140.075241	4	2	4000	1574
140.075241	4	3	4000	1959
140.075241	4	4	4000	2373
140.075241	4	5	4000	2827
140.075241	4	6	4000	3048
140.075241	4	7	4000	3193
140.075241	4	8	4000	3172
140.075241	4	9	4000	3227
140.075241	4	10	4000	3284
150.076279	1	0	100	100
150.076279	1	1	100	100
150.076279	1	2	100	100
150.076279	1	3	100	100
150.076279	1	4	100	100
150.076279	1	5	100	98
150.076279	1	6	100	95
150.076279	1	7	100	91
150.076279	1	8	100	90
150.076279	1	9	100	89
150.076279	1	10	100	91
150.076279	1	0	1000	749
150.076279	1	1	1000	772
150.076279	1	2	1000	792
150.076279	1	3	1000	813
150.076279	1	4	1000	835
150.076279	1	5	1000	865
150.076279	1	6	1000	773
150.076279	1	7	1000	781
150.076279	1	8	1000	784
150.076279	1	9	1000	786
