Population	Parent	Identity	DriverIdentity	DriverMutations	MigrationMutations	Immortal	PassengerMutations	BirthRate	MigrationRate	OriginTime	Descendants
11	105	3123	3123	3	0	1	0	1.655612	0.001458	676.508667	11
50	362	3107	3107	4	0	1	1	2.215565	0.001458	676.258789	50
439	148	3096	3096	5	0	1	1	2.395371	0.001458	675.871460	439
8	362	3294	3294	4	0	1	1	2.378156	0.001458	680.558411	8
27	65	3383	3383	4	0	1	0	1.816329	0.001458	682.589478	27
8	270	3426	3426	4	0	1	0	2.229502	0.001458	683.484314	8
66	105	3311	3311	3	0	1	0	1.640499	0.001458	680.930054	66
38	105	3115	3115	3	0	1	0	1.658899	0.001458	676.386902	38
56	105	3239	3239	3	0	1	1	2.061252	0.001458	679.356689	56
553	2241	3139	3139	6	0	1	1	4.265351	0.001458	677.123657	553
587	1321	3098	3098	5	0	1	1	3.812418	0.001458	675.891724	587
2161	1876	3175	3175	9	0	1	1	5.281813	0.001458	677.920227	2161
192	1321	3351	3351	5	0	1	1	3.553228	0.001458	681.774536	192
108	362	3506	3506	4	0	1	1	2.471995	0.001458	685.277588	108
19	148	3488	3488	5	0	1	0	2.184407	0.001458	684.982361	19
21	105	3601	3601	3	0	1	0	1.778677	0.001458	687.429504	21
113	362	3190	3190	4	0	1	2	2.323856	0.001458	678.212158	113
82	1089	3534	3534	5	0	1	0	2.999275	0.001458	685.922913	82
325	1321	3276	3276	5	0	1	1	3.462281	0.001458	680.078125	325
3	2857	3765	3765	6	0	0	1	5.311816	0.001458	690.649658	3
3	1977	3568	3568	6	0	1	1	3.634372	0.001458	686.642212	3
1	105	3751	3751	3	0	0	0	1.722003	0.001458	690.460815	1
290	2662	3388	3388	6	0	1	2	3.289084	0.001458	682.691589	290
5	362	3651	3651	4	0	0	1	2.196411	0.001458	688.269775	5
122	105	3369	3369	3	0	1	0	2.055568	0.001458	682.278076	122
2	270	3732	3732	4	0	0	0	2.110498	0.001458	690.105530	2
1	2043	3499	3499	6	0	1	2	3.742091	0.001458	685.117249	1
42	1772	3443	3443	6	0	1	0	3.926674	0.001458	683.888000	42
66	362	3282	3282	4	0	1	1	2.470546	0.001458	680.161621	66
7	1321	3624	3624	5	0	1	2	3.819833	0.001458	687.806946	7
3	1321	3671	3671	5	0	0	1	3.831949	0.001458	688.915955	3
44	148	3437	3437	5	0	1	0	2.246410	0.001458	683.734924	44
212	1518	3324	3324	5	0	1	1	2.577355	0.001458	681.230042	212
119	1473	3400	3400	6	0	1	0	3.004463	0.001458	682.938232	119
3	1089	3744	3744	5	0	0	0	3.011232	0.001458	690.356323	3
6	1772	3336	3336	6	0	1	0	3.666194	0.001458	681.417297	6
14	1321	3689	3689	5	0	1	1	3.369961	0.001458	689.299744	14
19	1089	3352	3352	5	0	1	0	2.705568	0.001458	681.800598	19
299	1321	3403	3403	5	0	1	1	3.879613	0.001458	682.968567	299
35	1544	3458	3458	5	0	1	0	2.924119	0.001458	684.230835	35
11	1876	3674	3674	9	0	1	1	4.610115	0.001458	689.003052	11
23	782	3576	3576	5	0	1	3	2.817594	0.001458	686.820801	23
30	362	3523	3523	4	0	1	1	2.686324	0.001458	685.674316	30
50	362	3520	3520	4	0	1	1	2.522634	0.001458	685.619019	50
2	1089	3647	3647	5	0	1	0	2.775905	0.001458	688.105530	2
12	270	3502	3502	4	0	1	0	2.133359	0.001458	685.165894	12
1	105	3530	3530	3	0	0	0	1.807249	0.001458	685.744934	1
13	1424	3590	3590	6	0	1	1	3.335213	0.001458	687.227356	13
10	1089	3512	3512	5	0	1	0	2.667430	0.001458	685.385193	10
45	782	3537	3537	5	0	1	2	2.802705	0.001458	686.059875	45
2	1876	3743	3743	9	0	0	1	4.303183	0.001458	690.323975	2
3	362	3524	3524	4	0	1	1	2.178479	0.001458	685.681335	3
13	1544	3557	3557	5	0	1	0	2.626829	0.001458	686.405701	13
29	2857	3589	3589	6	0	1	1	4.794640	0.001458	687.143250	29
9	362	3662	3662	4	0	0	1	2.267056	0.001458	688.718689	9
2	1321	3767	3767	5	0	0	2	3.277173	0.001458	690.778503	2
16	1876	3719	3719	9	0	1	2	3.899110	0.001458	689.863159	16
2	1473	3725	3725	6	0	0	0	2.892351	0.001458	689.994202	2
3	65	3713	3713	4	0	0	1	1.699098	0.001458	689.773621	3
3	1089	3721	3721	5	0	0	0	2.713934	0.001458	689.873718	3
1	1977	3759	3759	6	0	0	1	3.702646	0.001458	690.567505	1
1	270	3746	3746	4	0	0	0	2.195840	0.001458	690.404175	1
2	2692	3738	3738	6	0	0	2	3.918127	0.001458	690.230835	2
5	1876	3748	3748	9	0	0	2	4.071516	0.001458	690.422058	5
1	1559	3750	3750	5	0	0	0	1.918408	0.001458	690.436462	1
1	65	3766	3766	4	0	0	0	1.712353	0.001458	690.728271	1
54	1089	3616	3616	5	0	1	0	2.748014	0.001458	687.625488	54
1	1772	3652	3652	6	0	0	0	3.734179	0.001458	688.327576	1
3	979	3669	3669	4	0	0	0	1.885286	0.001458	688.886475	3
9	362	3613	3613	4	0	1	1	2.266778	0.001458	687.596802	9
1	2857	3745	3745	6	0	0	1	4.557187	0.001458	690.378540	1
11	270	3630	3630	4	0	1	0	2.298929	0.001458	687.893127	11
7	65	3632	3632	4	0	1	0	1.716463	0.001458	687.915039	7
5	782	3667	3667	5	0	1	2	2.691308	0.001458	688.840088	5
13	362	3635	3635	4	0	1	1	2.681951	0.001458	687.948120	13
4	782	3654	3654	5	0	0	2	2.858964	0.001458	688.359619	4
3	2061	3637	3637	4	0	0	0	2.146130	0.001458	687.954773	3
6	362	3670	3670	4	0	0	2	2.398162	0.001458	688.908569	6
27	1089	3640	3640	5	0	1	0	2.683951	0.001458	687.966736	27
8	270	3659	3659	4	0	0	1	2.261408	0.001458	688.624817	8
4	884	3753	3753	5	0	0	0	2.440916	0.001458	690.526245	4
9	1089	3730	3730	5	0	0	0	3.267137	0.001458	690.062927	9
2	105	3707	3707	3	0	0	0	1.736971	0.001458	689.577271	2
1	1876	3755	3755	9	0	0	3	4.438234	0.001458	690.539307	1
2	1876	3762	3762	9	0	0	1	4.251998	0.001458	690.607849	2
1	782	3757	3757	5	0	0	2	2.609418	0.001458	690.552002	1
1	105	3756	3756	3	0	0	0	1.804606	0.001458	690.541138	1
1	1089	3761	3761	5	0	0	0	2.886827	0.001458	690.605591	1
1	362	3763	3763	4	0	0	1	2.317950	0.001458	690.618164	1
